0	-117.6027	161.5286        70.5128
781	-100.8553	49.5509	136.5444
782	-117.1001	15.7505	132.533
783	-115.0426	18.7241	136.0262
784	-100.1647	32.1184	134.3285
785	-97.6201	43.8501	135.918
786	-98.7432	40.8878	137.5264
787	-99.0264	48.3678	137.4109
788	-109.4972	17.926	133.0274
789	-106.0782	30.8582	137.2956
790	-103.3628	41.4185	135.0877
791	-103.7299	38.8721	134.4472
792	-101.5647	29.4842	135.4197
793	-113.1531	16.075	137.3693
794	-105.4185	33.4819	135.39
795	-103.8883	24.0433	139.1499
796	-106.9389	19.8935	133.8059
797	-100.1986	32.1741	139.1169
798	-95.6239	49.3882	139.2391
799	-99.5547	43.9887	137.2772
800	-110.4659	22.8369	137.3466
801	-107.739	20.0195	133.457
802	-101.5373	50.8869	136.9366
803	-98.2441	50.4871	138.321
804	-109.4658	17.8164	137.2392
805	-102.2705	26.7767	133.6473
806	-97.2636	41.9191	137.6941
807	-99.0272	35.6328	134.8236
808	-105.479	34.355	138.3618
809	-97.3719	47.05	136.6532
810	-97.6377	41.3096	138.9529
811	-111.6687	17.0757	132.9683
812	-105.7118	28.2966	133.919
813	-117.1883	16.575	137.1777
814	-107.817	25.1175	138.5318
815	-98.3414	52.7974	138.1662
816	-107.6486	19.8338	137.0152
817	-111.6705	18.2049	134.8745
818	-99.8305	33.3574	135.173
819	-107.3473	19.6964	133.6577
820	-96.6603	48.824	136.4557
821	-102.3659	32.6843	136.2113
822	-104.2605	20.5437	134.36
823	-101.2418	28.3741	139.3829
824	-101.9576	45.7744	136.4796
825	-101.1717	47.0178	140.7479
826	-105.0248	30.2691	135.3057
827	-101.1423	37.3197	136.9423
828	-99.7672	34.5206	138.0708
829	-95.4525	50.7073	140.442
830	-96.6637	44.2653	137.9115
831	-111.046	17.685	133.1912
832	-97.6797	39.5897	136.8906
833	-102.1186	46.3608	141.0028
834	-96.2493	51.8386	138.6851
835	-103.4154	21.1897	137.4331
836	-103.7145	24.2157	139.3343
837	-105.6907	26.1414	135.1104
838	-100.9251	30.5711	139.1575
839	-101.2212	30.218	134.6197
840	-101.7607	42.117	136.5933
841	-109.7735	18.4951	139.3207
842	-100.1194	41.4542	136.3109
843	-101.4041	47.6063	136.2389
844	-97.9314	36.8367	139.0161
845	-117.6306	17.3244	136.5703
846	-115.2673	23.4817	139.9793
847	-107.5839	20.6088	137.3918
848	-110.393	23.5664	137.5772
849	-109.7704	26.746	139.3689
850	-98.6774	41.0863	137.5857
851	-100.8783	52.8741	139.5223
852	-97.2591	52.531	139.7317
853	-96.2267	40.7032	143.3877
854	-104.708	39.6692	139.1906
855	-104.437	36.4812	138.0217
856	-111.8978	18.5553	136.8577
857	-101.6643	26.4335	140.2716
858	-102.3841	24.613	140.1818
859	-109.8931	31.0664	142.8127
860	-117.6306	16.1992	142.5013
861	-99.3093	30.3205	142.2428
862	-94.5996	49.2211	142.2257
863	-104.4926	21.2457	140.7449
864	-117.6306	33.9388	148.2143
865	-98.3617	55.0555	139.2017
866	-96.0792	55.3308	150.1988
867	-107.8885	37.5054	142.9957
868	-110.7952	17.4287	140.8276
869	-96.5226	45.9621	150.1991
870	-107.0947	19.7738	141.5444
871	-102.2838	23.9365	141.9933
872	-104.1717	20.6823	143.1585
873	-99.5224	33.6977	150.1996
874	-117.6307	54.572	147.4328
875	-102.9583	24.9099	150.1998
876	-109.9836	18.9334	150.2
877	-117.6307	15.9823	150.1999
878	-113.659	17.1913	140.1335
879	-113.8027	15.5814	142.8001
880	-114.3879	16.5091	132.4023
881	-114.9461	15.9819	132.4201
882	-115.3467	15.5488	137.0545
883	-117.5511	15.9785	133.5141
884	-108.6865	19.1788	139.4596
885	-101.599	34.547	136.6084
886	-114.7003	16.8653	140.4771
887	-116.6581	16.9371	139.1756
888	-111.0331	18.3995	138.1812
889	-105.4065	20.7576	140.5791
890	-106.3836	20.5865	139.5741
891	-107.9782	20.1901	138.3703
892	-103.4753	24.7503	135.5125
893	-103.8712	22.5842	140.164
894	-102.0284	29.2601	138.0023
895	-96.8313	44.6658	139.6089
896	-106.335	20.1298	133.4066
897	-113.0258	17.9408	139.2068
898	-112.106	17.5615	140.6447
899	-135.4155	46.4567	137.3881
900	-138.1605	42.2103	139.4392
901	-136.6098	41.3676	136.2933
902	-136.9289	35.7973	136.9086
903	-136.678	40.9828	136.1077
904	-129.8938	31.6281	135.5879
905	-132.8278	29.6511	137.9582
906	-129.1862	31.5492	137.492
907	-138.6438	50.5125	137.4239
908	-138.6895	47.4532	139.4091
909	-134.8911	52.9946	137.6247
910	-131.9726	35.7076	135.9269
911	-127.9899	20.0703	135.2727
912	-122.5374	22.0503	137.2953
913	-123.8918	17.964	134.3088
914	-128.9439	29.715	135.5552
915	-131.9621	25.2462	134.4909
916	-126.0995	23.9884	138.0675
917	-131.7114	24.1298	133.7594
918	-129.3302	19.6795	135.0362
919	-117.8889	16.17	132.6703
920	-120.1708	20.4872	138.8435
921	-127.5401	27.4019	137.8564
922	-127.3157	20.769	137.4229
923	-131.4598	42.6476	139.5727
924	-123.3748	17.7063	132.7754
925	-133.2893	43.4877	135.9758
926	-131.9072	34.6463	136.142
927	-132.915	30.2002	135.678
928	-119.5137	16.5374	140.3391
929	-135.4317	47.9665	137.4893
930	-138.4434	51.5313	136.9723
931	-127.9652	27.8916	135.4054
932	-137.9605	47.0448	139.2601
933	-137.0073	39.6531	134.9352
934	-131.7108	41.2969	138.9085
935	-123.5156	18.5952	136.8149
936	-130.5543	21.4373	132.7918
937	-134.406	49.551	136.5444
938	-118.1612	15.7505	132.533
939	-120.2186	18.7241	136.0262
940	-135.0965	32.1183	134.3284
941	-137.6412	43.8501	135.918
942	-136.5181	40.8878	137.5263
943	-136.2349	48.3677	137.4109
944	-125.7641	17.926	133.0274
945	-129.183	30.8581	137.2957
946	-131.8985	41.4185	135.0876
947	-131.5314	38.8721	134.4472
948	-133.6966	29.4842	135.4197
949	-122.1082	16.0749	137.3694
950	-129.8428	33.4819	135.39
951	-131.373	24.0432	139.1498
952	-128.3223	19.8935	133.8059
953	-135.0627	32.1741	139.1169
954	-139.6374	49.3882	139.2391
955	-135.7066	43.9887	137.2772
956	-124.7954	22.8369	137.3466
957	-127.5223	20.0195	133.457
958	-133.724	50.8869	136.9365
959	-137.0172	50.4871	138.321
960	-125.7955	17.8164	137.2392
961	-132.9908	26.7767	133.6473
962	-137.9977	41.9191	137.694
963	-136.2341	35.6328	134.8236
964	-129.7823	34.355	138.3618
965	-137.8895	47.05	136.6532
966	-137.6236	41.3096	138.9528
967	-123.5926	17.0757	132.9682
968	-129.5494	28.2966	133.919
969	-118.073	16.575	137.1777
970	-127.4443	25.1175	138.5318
971	-136.9199	52.7974	138.1661
972	-127.6126	19.8337	137.0152
973	-123.5908	18.2049	134.8744
974	-135.4308	33.3574	135.1731
975	-127.914	19.6964	133.6577
976	-138.601	48.824	136.4557
977	-132.8954	32.6843	136.2113
978	-131.0007	20.5437	134.36
979	-134.0195	28.3741	139.3829
980	-133.3037	45.7744	136.4796
981	-134.0897	47.0178	140.7478
982	-130.2365	30.2691	135.3057
983	-134.119	37.3198	136.9423
984	-135.4941	34.5205	138.0709
985	-139.945	50.7073	140.577
986	-138.5976	44.2653	137.9115
987	-124.2153	17.685	133.1913
988	-137.5816	39.5897	136.8906
989	-133.1427	46.3608	141.0028
990	-139.0119	51.8386	138.685
991	-131.8459	21.1897	137.4331
992	-131.5468	24.2157	139.3343
993	-129.5706	26.1414	135.1104
994	-134.3362	30.5711	139.1575
995	-134.0401	30.218	134.6197
996	-133.5005	42.117	136.5933
997	-125.4878	18.4951	139.3207
998	-135.1419	41.4541	136.3109
999	-133.8572	47.6063	136.2389
1000	-137.3299	36.8367	139.0161
1001	-119.9939	23.4817	139.9793
1002	-127.6775	20.6088	137.3916
1003	-124.8684	23.5664	137.5772
1004	-125.4909	26.746	139.3689
1005	-136.5839	41.0863	137.5856
1006	-134.383	52.8741	139.5223
1007	-138.0022	52.531	139.7317
1008	-139.0203	40.7032	143.3877
1009	-130.5533	39.6692	139.1906
1010	-130.8243	36.4812	138.0217
1011	-123.3635	18.5552	136.8577
1012	-133.5969	26.4335	140.2716
1013	-132.8772	24.613	140.1817
1014	-125.3682	31.0664	142.8127
1015	-135.952	30.3205	142.2428
1016	-140.514	49.2211	142.2257
1017	-130.7688	21.2457	140.7448
1018	-136.8996	55.0555	139.2017
1019	-139.1821	55.3308	150.1987
1020	-127.3728	37.5054	142.9957
1021	-124.4661	17.4287	140.8276
1022	-138.7387	45.9621	150.1991
1023	-128.1666	19.7738	141.5444
1024	-132.9775	23.9365	141.9933
1025	-131.0896	20.6823	143.1586
1026	-135.7389	33.6977	150.1996
1027	-132.303	24.9099	150.1998
1028	-125.2777	18.9334	150.1999
1029	-121.6024	17.1912	140.1334
1030	-121.4586	15.5814	142.8001
1031	-120.8733	16.5091	132.4023
1032	-120.3152	15.9819	132.4202
1033	-119.9146	15.5488	137.0545
1034	-117.7101	15.9785	133.5141
1035	-126.5748	19.1788	139.4596
1036	-133.6623	34.547	136.6084
1037	-120.5609	16.8653	140.4771
1038	-118.6032	16.9371	139.1756
1039	-124.2281	18.3995	138.1812
1040	-129.8548	20.7576	140.5791
1041	-128.8777	20.5865	139.5741
1042	-127.2831	20.1901	138.3702
1043	-131.786	24.7503	135.5125
1044	-131.3901	22.5842	140.164
1045	-133.233	29.2601	138.0022
1046	-138.4299	44.6658	139.6089
1047	-128.9263	20.1298	133.4066
1048	-122.2355	17.9408	139.2068
1049	-123.1553	17.5615	140.6447
1050	-140.2892	47.8608	145.5537
1051	-94.9444	47.7462	145.8342
1052	-117.5529	18.6569	132.2633
1053	-117.4604	18.6089	132.2248
1054	-117.4604	52.6868	125.8052
1055	-117.4604	27.1729	126.1426
1056	-117.4604	17.4898	123.033
1057	-133.6115	34.0233	133.8283
1058	-136.2928	40.4442	132.9739
1059	-130.0529	35.8284	131.1997
1060	-134.8524	48.3264	133.5563
1061	-131.3334	45.0276	135.8103
1062	-135.9635	41.1248	133.2832
1063	-136.7779	48.2568	134.3274
1064	-132.778	49.6957	133.2978
1065	-136.9279	52.876	137.8924
1066	-132.4045	41.4918	134.7628
1067	-134.9705	41.8881	135.7874
1068	-128.0108	28.1522	134.7291
1069	-130.0289	23.9959	133.6232
1070	-133.4766	32.2666	135.3595
1071	-129.6678	32.8738	134.534
1072	-121.9049	22.2852	131.5337
1073	-124.8462	20.4071	134.9259
1074	-136.0231	37.1918	133.9767
1075	-127.1261	20.8308	129.0431
1076	-125.5252	20.6436	134.6059
1077	-128.8608	29.0641	132.3369
1078	-134.8239	48.0485	135.9761
1079	-130.3783	29.0311	132.8789
1080	-117.7309	18.5126	134.8339
1081	-121.4689	19.0714	134.9688
1082	-129.5141	30.8411	135.3711
1083	-121.484	19.6689	131.8925
1084	-132.0816	45.3951	131.905
1085	-127.5781	22.5959	135.1275
1086	-136.027	46.0725	136.7772
1087	-137.9106	46.2557	132.7463
1088	-135.3497	34.819	131.693
1089	-130.6714	34.4909	135.4174
1090	-121.5914	19.3564	134.8123
1091	-130.5199	34.0278	132.7319
1092	-134.8905	38.2462	135.954
1093	-129.7511	28.6746	134.7139
1094	-132.2406	41.3702	132.7743
1095	-135.8425	53.9061	137.305
1096	-130.5273	34.3323	135.0184
1097	-118.298	21.8879	130.5869
1098	-133.7	51.2644	136.75
1099	-131.1881	42.5242	135.5674
1100	-127.086	27.3044	130.9424
1101	-124.9947	20.828	131.9706
1102	-134.1242	47.898	136.1373
1103	-130.7594	31.2683	134.5144
1104	-129.0712	27.3574	134.1065
1105	-136.6132	41.5036	134.5282
1106	-135.6843	51.8175	137.0026
1107	-129.4008	24.8076	134.0236
1108	-133.6189	38.3645	135.3603
1109	-128.3769	23.7369	134.2117
1110	-137.7782	50.1996	137.7445
1111	-120.1826	18.4491	135.1449
1112	-133.3997	41.2524	135.3003
1113	-132.214	47.8709	134.7803
1114	-129.5611	38.4009	131.1004
1115	-134.8426	48.668	134.3215
1116	-130.9778	40.8081	135.8209
1117	-126.9375	20.5371	132.9275
1118	-132.1989	28.962	135.1087
1119	-133.2526	49.4622	136.6548
1120	-135.18	40.6016	135.4385
1121	-131.4794	26.0199	134.8695
1122	-136.4025	37.4142	131.6784
1123	-133.8649	29.7693	133.61
1124	-121.6639	20.5507	133.1538
1125	-128.3967	24.4787	132.9969
1126	-128.9773	31.5677	131.5152
1127	-129.9589	36.4652	135.7321
1128	-132.2643	34.1076	133.0359
1129	-136.3465	47.2631	134.8596
1130	-124.1271	23.6764	131.1233
1131	-128.4327	21.7777	132.6134
1132	-136.9306	48.1953	137.217
1133	-135.0938	34.1395	133.168
1134	-124.3743	19.3458	132.0667
1135	-133.4006	52.1826	133.4106
1136	-127.7777	27.0296	134.4936
1137	-131.0618	27.0602	135.2919
1138	-133.4737	53.1852	137.2374
1139	-131.8769	46.4704	136.3758
1140	-120.7949	21.6123	131.3463
1141	-127.868	25.0093	133.6061
1142	-133.6167	43.4861	135.3727
1143	-134.269	34.5602	135.5417
1144	-125.8364	20.7189	130.1195
1145	-133.1306	42.8013	131.8268
1146	-118.9989	17.8203	131.1115
1147	-120.1713	17.9467	131.2564
1148	-122.9499	19.0763	135.2061
1149	-126.6787	21.3666	135.644
1150	-133.5491	47.5822	132.427
1151	-132.1394	34.1068	134.8123
1152	-122.7552	18.8417	131.1684
1153	-129.5489	33.8302	131.9888
1154	-127.3976	20.8032	130.43
1155	-133.0596	50.3696	136.2122
1156	-133.5548	33.2718	132.9375
1157	-136.3621	33.5674	130.4165
1158	-130.939	42.1839	132.1402
1159	-130.4716	48.2458	131.4078
1160	-124.8014	20.8918	131.9635
1161	-130.9989	28.5827	132.7431
1162	-127.9918	31.9493	130.9428
1163	-125.8165	25.1996	130.4455
1164	-140.1657	47.3826	132.4436
1165	-133.1399	29.4378	131.0874
1166	-119.9568	17.7446	128.5996
1167	-138.0011	40.7688	130.5896
1168	-128.2824	24.7311	132.0189
1169	-139.1891	52.8233	134.4299
1170	-134.1744	54.1879	135.4884
1171	-125.4057	19.2779	128.159
1172	-123.1227	19.2621	129.7021
1173	-135.4689	29.9919	129.9757
1174	-132.0118	25.5275	129.7496
1175	-133.4187	27.7987	129.8029
1176	-139.2666	50.7053	133.7467
1177	-141.2836	56.6866	123.2997
1178	-135.2267	27.488	122.3994
1179	-138.6608	37.8185	122.9335
1180	-123.685	18.7662	122.6738
1181	-130.0417	21.1126	123.0882
1182	-117.4604	17.4132	128.9404
1183	-118.4277	18.0899	129.968
1184	-119.0834	17.9562	128.8542
1185	-119.44	17.7631	128.5377
1186	-120.4766	18.4026	129.271
1187	-122.3802	19.4485	129.988
1188	-124.2394	20.0453	130.2869
1189	-117.6344	18.7067	134.7486
1190	-118.735	18.4866	135.063
1191	-121.4008	18.7874	135.0569
1192	-130.6357	22.8006	128.617
1193	-128.5215	22.6632	130.0411
1194	-128.0685	21.5577	129.2235
1195	-129.9173	24.5448	130.3968
1196	-132.3164	27.2695	130.5822
1197	-133.7942	31.3273	130.9553
1198	-137.1149	42.7523	132.5114
1199	-137.9932	49.0996	133.642
1200	-123.665	19.7084	129.7736
1201	-126.4382	20.7775	129.3689
1202	-130.8215	25.0143	129.8496
1203	-117.3679	18.6569	132.2633
1204	-101.3093	34.0233	133.8283
1205	-98.628	40.4442	132.974
1206	-104.8679	35.8284	131.1997
1207	-100.0684	48.3264	133.5564
1208	-103.5874	45.0276	135.8102
1209	-98.9573	41.1248	133.2832
1210	-98.1429	48.2568	134.3274
1211	-102.1428	49.6957	133.2978
1212	-97.9929	52.876	137.8924
1213	-102.5163	41.4918	134.7628
1214	-99.9504	41.8881	135.7874
1215	-106.91	28.1522	134.7291
1216	-104.8918	23.9959	133.6233
1217	-101.4442	32.2666	135.3595
1218	-105.2529	32.8738	134.534
1219	-113.016	22.2852	131.5337
1220	-110.0746	20.4071	134.926
1221	-98.8977	37.1919	133.9767
1222	-107.7947	20.8308	129.0431
1223	-109.3956	20.6436	134.606
1224	-106.06	29.0641	132.3369
1225	-100.097	48.0485	135.9762
1226	-104.5425	29.0311	132.8789
1227	-117.1899	18.5126	134.8339
1228	-113.4519	19.0714	134.9688
1229	-105.4067	30.8411	135.3712
1230	-113.4368	19.669	131.8925
1231	-102.8392	45.3951	131.9049
1232	-107.3427	22.5959	135.1275
1233	-98.8938	46.0725	136.7772
1234	-97.0102	46.2557	132.7463
1235	-99.5711	34.819	131.693
1236	-104.2494	34.4909	135.4174
1237	-113.3294	19.3563	134.8123
1238	-104.4009	34.0278	132.7318
1239	-100.0303	38.2462	135.954
1240	-105.1697	28.6746	134.7139
1241	-102.6802	41.3702	132.7743
1242	-99.0783	53.9061	137.305
1243	-104.3934	34.3323	135.0184
1244	-116.6228	21.8879	130.5869
1245	-101.2208	51.2644	136.7501
1246	-103.7327	42.5242	135.5674
1247	-107.8348	27.3044	130.9424
1248	-109.9261	20.828	131.9706
1249	-100.7966	47.898	136.1373
1250	-104.1615	31.2683	134.5143
1251	-105.8496	27.3574	134.1065
1252	-98.3076	41.5036	134.5283
1253	-99.2365	51.8175	137.0026
1254	-105.52	24.8076	134.0237
1255	-101.3019	38.3645	135.3603
1256	-106.5439	23.7369	134.2117
1257	-97.1426	50.1996	137.7445
1258	-114.7382	18.4491	135.145
1259	-101.521	41.2524	135.3004
1260	-102.7068	47.8709	134.7804
1261	-105.3597	38.4009	131.1004
1262	-100.0783	48.668	134.3215
1263	-103.943	40.8081	135.8209
1264	-107.9833	20.5371	132.9274
1265	-102.7219	28.962	135.1087
1266	-101.6682	49.4623	136.6548
1267	-99.7408	40.6016	135.4384
1268	-103.4414	26.02	134.8695
1269	-98.5183	37.4142	131.6783
1270	-101.056	29.7693	133.6099
1271	-113.2568	20.5507	133.1539
1272	-106.5241	24.4787	132.997
1273	-105.9435	31.5677	131.5152
1274	-104.9619	36.4652	135.7321
1275	-102.6565	34.1076	133.0359
1276	-98.5744	47.2631	134.8596
1277	-110.7937	23.6764	131.1233
1278	-106.4881	21.7777	132.6134
1279	-97.9902	48.1953	137.217
1280	-99.827	34.1396	133.168
1281	-110.5464	19.3458	132.0668
1282	-101.5202	52.1826	133.4106
1283	-107.1431	27.0296	134.4936
1284	-103.8591	27.0602	135.2919
1285	-101.4471	53.1852	137.2374
1286	-103.0439	46.4703	136.3758
1287	-114.1259	21.6123	131.3463
1288	-107.0527	25.0093	133.6061
1289	-101.3041	43.4861	135.3726
1290	-100.6517	34.5602	135.5416
1291	-109.0844	20.7189	130.1195
1292	-101.7902	42.8013	131.8268
1293	-115.9218	17.8203	131.1115
1294	-114.7494	17.9467	131.2564
1295	-111.9709	19.0763	135.2061
1296	-108.2421	21.3666	135.6441
1297	-101.3718	47.5821	132.4271
1298	-102.7814	34.1068	134.8123
1299	-112.1656	18.8417	131.1684
1300	-105.3719	33.8302	131.9888
1301	-107.5232	20.8032	130.43
1302	-101.8612	50.3696	136.2122
1303	-101.366	33.2719	132.9376
1304	-98.5588	33.5673	130.4166
1305	-103.9818	42.1839	132.1402
1306	-104.4492	48.2459	131.4077
1307	-110.1193	20.8919	131.9636
1308	-103.9219	28.5827	132.7431
1309	-106.929	31.9493	130.9428
1310	-109.1043	25.1996	130.4455
1311	-94.7551	47.3825	132.4435
1312	-101.7809	29.4378	131.0873
1313	-114.964	17.7446	128.5996
1314	-96.9197	40.7688	130.5896
1315	-106.6384	24.7311	132.0189
1316	-95.7317	52.8233	134.43
1317	-100.7465	54.1879	135.4884
1318	-109.5151	19.2779	128.1589
1319	-111.7981	19.2621	129.7022
1320	-99.452	29.992	129.9757
1321	-102.909	25.5275	129.7496
1322	-101.5021	27.7987	129.8029
1323	-95.6542	50.7053	133.7467
1324	-93.6373	56.6865	123.2997
1325	-99.6941	27.488	122.3994
1326	-96.26	37.8185	122.9335
1327	-111.2357	18.7662	122.6738
1328	-104.8791	21.1126	123.0882
1329	-116.493	18.0899	129.968
1330	-115.8374	17.9563	128.8542
1331	-115.4807	17.7631	128.5377
1332	-114.4441	18.4026	129.271
1333	-112.5406	19.4486	129.988
1334	-110.6813	20.0453	130.2869
1335	-117.2864	18.7067	134.7486
1336	-116.1858	18.4866	135.063
1337	-113.52	18.7874	135.0569
1338	-104.2851	22.8006	128.617
1339	-106.3993	22.6632	130.0411
1340	-106.8522	21.5577	129.2235
1341	-105.0036	24.5448	130.3969
1342	-102.6044	27.2695	130.5822
1343	-101.1266	31.3273	130.9553
1344	-97.8059	42.7522	132.5114
1345	-96.9277	49.0996	133.6421
1346	-111.2558	19.7084	129.7736
1347	-108.4826	20.7775	129.3689
1348	-104.0993	25.0143	129.8497
1349	-117.6273	21.9803	132.5377
1350	-110.8055	24.8946	132.9653
1351	-110.811	24.4475	134.2477
1352	-113.4202	24.0861	135.2843
1353	-117.6363	24.2868	134.7794
1354	-121.8489	24.0871	135.2812
1355	-124.449	24.4492	134.2427
1356	-124.4435	24.8963	132.9603
1357	-121.8343	25.2578	131.9237
1358	-117.6182	25.3954	131.5291
1359	-113.4056	25.2567	131.9268
1360	-107.8803	30.5681	133.6684
1361	-107.8883	30.4446	135.8625
1362	-111.6162	30.3448	137.6359
1363	-117.6402	30.3841	136.9372
1364	-123.6592	30.3451	137.6307
1365	-127.3743	30.4451	135.8539
1366	-127.3663	30.5686	133.6598
1367	-123.6384	30.6685	131.8864
1368	-117.6144	30.7065	131.211
1369	-111.5953	30.6682	131.8916
1370	-105.7063	44.589	134.0286
1371	-105.7161	44.7187	137.2948
1372	-110.2755	44.8235	139.9349
1373	-117.643	44.7822	138.895
1374	-125.0045	44.8232	139.9271
1375	-129.5482	44.7182	137.2821
1376	-129.5385	44.5885	134.016
1377	-124.979	44.4837	130.3985
1378	-117.6115	44.4438	129.2181
1379	-110.25	44.484	130.4063
1380	-106.8139	53.9451	132.3718
1381	-106.8227	54.6706	134.6996
1382	-110.9585	55.4968	136.5704
1383	-117.6416	54.7597	134.9383
1384	-124.3192	55.4947	136.5648
1385	-128.4407	54.6673	134.6906
1386	-128.4319	53.942	132.3628
1387	-124.296	52.948	128.8493
1388	-117.6129	52.2543	126.4
1389	-110.9354	52.9498	128.855
1390	-117.6272	64.2385	120.4185

